Team,Spielernummer,Anzahl,Event,Jahr
"Weinheim Longhorns  ","32","1","Touchdown","2024"
"Weinheim Longhorns  ","36","1","Touchdown","2024"
"Weinheim Longhorns  ","36","1","1-Extra-Punkt","2024"
"Weinheim Longhorns  ","36","2","First Down","2024"
"Weinheim Longhorns  ","38","1","Touchdown","2024"
"Weinheim Longhorns  ","47","1","Strafe","2024"
"Weinheim Longhorns  ","58","3","First Down","2024"
"Weinheim Longhorns  ","58","1","1-Extra-Punkt","2024"
"Weinheim Longhorns  ","58","5","Touchdown","2024"
"Weinheim Longhorns  ","69","2","First Down","2024"
"Weinheim Longhorns  ","69","3","Interception","2024"
"Weinheim Longhorns  ","69","5","Strafe","2024"
"Weinheim Longhorns  ","69","1","1-Extra-Punkt","2024"
"Weinheim Longhorns  ","69","11","Touchdown","2024"
"Weinheim Longhorns  ","69","1","2-Extra-Punkte","2024"
"Weinheim Longhorns  ","80","1","Touchdown","2024"
"Weinheim Longhorns  ","80","3","First Down","2024"
"Weinheim Longhorns  ","80","2","Strafe","2024"
"Weinheim Longhorns  ","87","4","1-Extra-Punkt","2024"
"Weinheim Longhorns  ","87","1","Strafe","2024"
"Weinheim Longhorns  ","87","4","Touchdown","2024"
"Weinheim Longhorns  ","87","10","First Down","2024"
"Werratal Salt Kings","3","4","Touchdown","2022"
"Werratal Salt Kings","3","1","Strafe","2022"
"Werratal Salt Kings","3","1","1-Extra-Punkt","2022"
"Werratal Salt Kings","6","1","First Down","2022"
"Werratal Salt Kings","6","2","Interception","2022"
"Werratal Salt Kings","8","1","Interception","2022"
"Werratal Salt Kings","8","4","Touchdown","2022"
"Werratal Salt Kings","8","1","Strafe","2022"
"Werratal Salt Kings","8","4","First Down","2022"
"Werratal Salt Kings","11","2","Touchdown","2022"
"Werratal Salt Kings","15","1","Strafe","2022"
"Werratal Salt Kings","17","3","1-Extra-Punkt","2022"
"Werratal Salt Kings","17","1","First Down","2022"
"Werratal Salt Kings","19","2","1-Extra-Punkt","2022"
"Werratal Salt Kings","19","5","First Down","2022"
"Werratal Salt Kings","19","2","Touchdown","2022"
"Werratal Salt Kings","20","1","Touchdown","2022"
"Werratal Salt Kings","20","1","Interception","2022"
"Werratal Salt Kings","20","1","First Down","2022"
"Werratal Salt Kings","21","1","Strafe","2022"
"Werratal Salt Kings","25","1","First Down","2022"
"Werratal Salt Kings","25","1","Strafe","2022"
"Werratal Salt Kings","33","2","Strafe","2022"
"Werratal Salt Kings","35","1","Strafe","2022"
"Werratal Salt Kings","35","2","First Down","2022"
"Werratal Salt Kings","35","11","Touchdown","2022"
"Werratal Salt Kings","35","5","1-Extra-Punkt","2022"
"Werratal Salt Kings","35","3","Interception","2022"
"Werratal Salt Kings","69","1","Strafe","2022"
"Werratal Salt Kings","69","1","Interception","2022"
"Werratal Salt Kings","72","1","First Down","2022"
"Werratal Salt Kings","72","2","Strafe","2022"
"Werratal Salt Kings","72","1","Touchdown","2022"
"Werratal Salt Kings","80","1","2-Extra-Punkte","2022"
"Werratal Salt Kings","80","8","Touchdown","2022"
"Werratal Salt Kings","80","2","1-Extra-Punkt","2022"
"Werratal Salt Kings","80","9","First Down","2022"
"Werratal Salt Kings","81","1","Strafe","2022"
"Werratal Salt Kings","84","2","1-Extra-Punkt","2022"
"Werratal Salt Kings","84","1","Interception","2022"
"Werratal Salt Kings","84","7","First Down","2022"
"Werratal Salt Kings","84","12","Touchdown","2022"
"Werratal Salt Kings","85","3","1-Extra-Punkt","2022"
"Werratal Salt Kings","85","2","First Down","2022"
"Werratal Salt Kings","85","1","Touchdown","2022"
"Werratal Salt Kings","89","4","1-Extra-Punkt","2022"
"Werratal Salt Kings","89","2","First Down","2022"
"Werratal Salt Kings","89","2","Touchdown","2022"
"Werratal Salt Kings","3","1","Touchdown","2023"
"Werratal Salt Kings","3","1","Strafe","2023"
"Werratal Salt Kings","3","1","Interception","2023"
"Werratal Salt Kings","6","1","Touchdown","2023"
"Werratal Salt Kings","6","1","Interception","2023"
"Werratal Salt Kings","8","2","1-Extra-Punkt","2023"
"Werratal Salt Kings","8","4","Interception","2023"
"Werratal Salt Kings","8","1","Strafe","2023"
"Werratal Salt Kings","8","2","Touchdown","2023"
"Werratal Salt Kings","11","13","Touchdown","2023"
"Werratal Salt Kings","11","6","First Down","2023"
"Werratal Salt Kings","11","4","1-Extra-Punkt","2023"
"Werratal Salt Kings","11","1","2-Extra-Punkte","2023"
"Werratal Salt Kings","11","2","Strafe","2023"
"Werratal Salt Kings","14","2","Touchdown","2023"
"Werratal Salt Kings","17","1","Interception","2023"
"Werratal Salt Kings","17","1","Touchdown","2023"
"Werratal Salt Kings","19","4","First Down","2023"
"Werratal Salt Kings","19","6","1-Extra-Punkt","2023"
"Werratal Salt Kings","19","2","Touchdown","2023"
"Werratal Salt Kings","22","19","Touchdown","2023"
"Werratal Salt Kings","22","1","2-Extra-Punkte","2023"
"Werratal Salt Kings","22","8","First Down","2023"
"Werratal Salt Kings","22","16","1-Extra-Punkt","2023"
"Werratal Salt Kings","24","2","1-Extra-Punkt","2023"
"Werratal Salt Kings","25","1","1-Extra-Punkt","2023"
"Werratal Salt Kings","25","1","Touchdown","2023"
"Werratal Salt Kings","33","1","Interception","2023"
"Werratal Salt Kings","35","2","Strafe","2023"
"Werratal Salt Kings","35","33","1-Extra-Punkt","2023"
"Werratal Salt Kings","35","58","Touchdown","2023"
"Werratal Salt Kings","35","3","2-Extra-Punkte","2023"
"Werratal Salt Kings","35","10","Interception","2023"
"Werratal Salt Kings","35","28","First Down","2023"
"Werratal Salt Kings","37","1","Strafe","2023"
"Werratal Salt Kings","41","1","Interception","2023"
"Werratal Salt Kings","69","3","Interception","2023"
"Werratal Salt Kings","72","1","2-Extra-Punkte","2023"
"Werratal Salt Kings","72","20","Touchdown","2023"
"Werratal Salt Kings","72","11","First Down","2023"
"Werratal Salt Kings","72","8","1-Extra-Punkt","2023"
"Werratal Salt Kings","80","2","1-Extra-Punkt","2023"
"Werratal Salt Kings","80","1","Touchdown","2023"
"Werratal Salt Kings","80","3","First Down","2023"
"Werratal Salt Kings","81","1","Strafe","2023"
"Werratal Salt Kings","81","2","Touchdown","2023"
"Werratal Salt Kings","81","4","Interception","2023"
"Werratal Salt Kings","83","1","First Down","2023"
"Werratal Salt Kings","84","25","Touchdown","2023"
"Werratal Salt Kings","84","29","First Down","2023"
"Werratal Salt Kings","84","5","Interception","2023"
"Werratal Salt Kings","84","1","2-Extra-Punkte","2023"
"Werratal Salt Kings","84","3","1-Extra-Punkt","2023"
"Werratal Salt Kings","84","2","Strafe","2023"
"Werratal Salt Kings","85","1","Touchdown","2023"
"Werratal Salt Kings","85","3","Interception","2023"
"Werratal Salt Kings","85","3","1-Extra-Punkt","2023"
"Werratal Salt Kings","89","3","1-Extra-Punkt","2023"
"Werratal Salt Kings","89","4","First Down","2023"
"Werratal Salt Kings","89","1","Touchdown","2023"
"Werratal Salt Kings","99","2","Safety (+2)","2023"
"Werratal Salt Kings","3","1","1-Extra-Punkt","2024"
"Werratal Salt Kings","3","2","First Down","2024"
"Werratal Salt Kings","8","1","First Down","2024"
"Werratal Salt Kings","10","5","First Down","2024"
"Werratal Salt Kings","10","1","1-Extra-Punkt","2024"
"Werratal Salt Kings","10","1","Touchdown","2024"
"Werratal Salt Kings","11","6","Touchdown","2024"
"Werratal Salt Kings","11","5","Strafe","2024"
"Werratal Salt Kings","11","5","First Down","2024"
"Werratal Salt Kings","11","1","2-Extra-Punkte","2024"
"Werratal Salt Kings","11","5","1-Extra-Punkt","2024"
"Werratal Salt Kings","14","1","Touchdown","2024"
"Werratal Salt Kings","14","2","Strafe","2024"
"Werratal Salt Kings","14","2","Interception","2024"
"Werratal Salt Kings","17","2","1-Extra-Punkt","2024"
"Werratal Salt Kings","17","8","Touchdown","2024"
"Werratal Salt Kings","17","5","First Down","2024"
"Werratal Salt Kings","17","1","Strafe","2024"
"Werratal Salt Kings","19","8","First Down","2024"
"Werratal Salt Kings","19","2","Strafe","2024"
"Werratal Salt Kings","19","3","1-Extra-Punkt","2024"
"Werratal Salt Kings","19","2","Interception","2024"
"Werratal Salt Kings","19","10","Touchdown","2024"
"Werratal Salt Kings","21","1","Touchdown","2024"
"Werratal Salt Kings","21","2","First Down","2024"
"Werratal Salt Kings","21","1","1-Extra-Punkt","2024"
"Werratal Salt Kings","22","1","1-Extra-Punkt","2024"
"Werratal Salt Kings","22","1","Strafe","2024"
"Werratal Salt Kings","22","6","Touchdown","2024"
"Werratal Salt Kings","22","8","First Down","2024"
"Werratal Salt Kings","25","3","Interception","2024"
"Werratal Salt Kings","25","1","1-Extra-Punkt","2024"
"Werratal Salt Kings","25","1","Strafe","2024"
"Werratal Salt Kings","25","1","First Down","2024"
"Werratal Salt Kings","27","3","Interception","2024"
"Werratal Salt Kings","27","1","Strafe","2024"
"Werratal Salt Kings","35","4","First Down","2024"
"Werratal Salt Kings","35","2","Strafe","2024"
"Werratal Salt Kings","35","10","1-Extra-Punkt","2024"
"Werratal Salt Kings","35","3","Interception","2024"
"Werratal Salt Kings","35","11","Touchdown","2024"
"Werratal Salt Kings","54","2","Interception","2024"
"Werratal Salt Kings","54","1","Strafe","2024"
"Werratal Salt Kings","69","1","Interception","2024"
"Werratal Salt Kings","69","1","Strafe","2024"
"Werratal Salt Kings","72","1","Strafe","2024"
"Werratal Salt Kings","72","10","Touchdown","2024"
"Werratal Salt Kings","72","13","First Down","2024"
"Werratal Salt Kings","72","1","Interception","2024"
"Werratal Salt Kings","72","4","1-Extra-Punkt","2024"
"Werratal Salt Kings","77","1","First Down","2024"
"Werratal Salt Kings","80","1","2-Extra-Punkte","2024"
"Werratal Salt Kings","80","1","Strafe","2024"
"Werratal Salt Kings","80","2","Touchdown","2024"
"Werratal Salt Kings","80","1","First Down","2024"
"Werratal Salt Kings","81","2","Strafe","2024"
"Werratal Salt Kings","84","5","1-Extra-Punkt","2024"
"Werratal Salt Kings","84","19","First Down","2024"
"Werratal Salt Kings","84","1","2-Extra-Punkte","2024"
"Werratal Salt Kings","84","14","Touchdown","2024"
"Werratal Salt Kings","84","2","Strafe","2024"
"Werratal Salt Kings","84","3","Interception","2024"
"Werratal Salt Kings","85","2","1-Extra-Punkt","2024"
"Werratal Salt Kings","85","2","First Down","2024"
"Werratal Salt Kings","85","3","Touchdown","2024"
"Werratal Salt Kings","89","2","Touchdown","2024"
"Werratal Salt Kings","89","2","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","3","1","Interception","2024"
"Werratal Salt Kings 2","7","2","Touchdown","2024"
"Werratal Salt Kings 2","8","3","Touchdown","2024"
"Werratal Salt Kings 2","8","2","Interception","2024"
"Werratal Salt Kings 2","8","1","Strafe","2024"
"Werratal Salt Kings 2","8","1","2-Extra-Punkte","2024"
"Werratal Salt Kings 2","8","2","First Down","2024"
"Werratal Salt Kings 2","10","1","First Down","2024"
"Werratal Salt Kings 2","10","2","Touchdown","2024"
"Werratal Salt Kings 2","10","2","Strafe","2024"
"Werratal Salt Kings 2","10","2","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","11","10","First Down","2024"
"Werratal Salt Kings 2","11","27","Touchdown","2024"
"Werratal Salt Kings 2","11","2","Strafe","2024"
"Werratal Salt Kings 2","11","6","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","11","1","2-Extra-Punkte","2024"
"Werratal Salt Kings 2","14","5","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","14","4","Interception","2024"
"Werratal Salt Kings 2","14","7","First Down","2024"
"Werratal Salt Kings 2","14","6","Touchdown","2024"
"Werratal Salt Kings 2","19","2","Touchdown","2024"
"Werratal Salt Kings 2","19","1","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","20","1","Safety (+2)","2024"
"Werratal Salt Kings 2","20","1","Touchdown","2024"
"Werratal Salt Kings 2","20","1","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","20","2","Interception","2024"
"Werratal Salt Kings 2","22","6","Touchdown","2024"
"Werratal Salt Kings 2","22","2","First Down","2024"
"Werratal Salt Kings 2","22","2","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","25","2","Strafe","2024"
"Werratal Salt Kings 2","25","1","Safety (+2)","2024"
"Werratal Salt Kings 2","25","11","Interception","2024"
"Werratal Salt Kings 2","26","1","First Down","2024"
"Werratal Salt Kings 2","26","3","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","26","1","Interception","2024"
"Werratal Salt Kings 2","26","1","Strafe","2024"
"Werratal Salt Kings 2","26","6","Touchdown","2024"
"Werratal Salt Kings 2","27","1","First Down","2024"
"Werratal Salt Kings 2","27","1","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","27","1","Strafe","2024"
"Werratal Salt Kings 2","35","1","Safety (+2)","2024"
"Werratal Salt Kings 2","54","1","First Down","2024"
"Werratal Salt Kings 2","69","1","Interception","2024"
"Werratal Salt Kings 2","76","4","Touchdown","2024"
"Werratal Salt Kings 2","76","3","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","76","3","Interception","2024"
"Werratal Salt Kings 2","76","2","First Down","2024"
"Werratal Salt Kings 2","80","4","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","80","1","2-Extra-Punkte","2024"
"Werratal Salt Kings 2","80","10","First Down","2024"
"Werratal Salt Kings 2","80","13","Touchdown","2024"
"Werratal Salt Kings 2","80","1","Strafe","2024"
"Werratal Salt Kings 2","85","1","Interception","2024"
"Werratal Salt Kings 2","98","2","Strafe","2024"
"Werratal Salt Kings 2","99","12","1-Extra-Punkt","2024"
"Werratal Salt Kings 2","99","1","2-Extra-Punkte","2024"
"Werratal Salt Kings 2","99","1","Strafe","2024"
"Werratal Salt Kings 2","99","10","First Down","2024"
"Werratal Salt Kings 2","99","14","Touchdown","2024"
"Wesel Jesters","13","3","Interception","2021"
"Wesel Jesters","13","1","Strafe","2021"
"Wesel Jesters","13","1","First Down","2021"
"Wesel Jesters","13","5","Touchdown","2021"
"Wesel Jesters","23","4","First Down","2021"
"Wesel Jesters","23","8","1-Extra-Punkt","2021"
"Wesel Jesters","23","8","Touchdown","2021"
"Wesel Jesters","23","1","2-Extra-Punkte","2021"
"Wesel Jesters","23","1","Strafe","2021"
"Wesel Jesters","25","1","Interception","2021"
"Wesel Jesters","35","1","Interception","2021"
"Wesel Jesters","45","3","First Down","2021"
"Wesel Jesters","45","5","1-Extra-Punkt","2021"
"Wesel Jesters","45","7","Touchdown","2021"
"Wesel Jesters","45","1","Strafe","2021"
"Wesel Jesters","69","2","Touchdown","2021"
"Wesel Jesters","72","2","Touchdown","2021"
"Wesel Jesters","84","2","Touchdown","2021"
"Wesel Jesters","84","1","First Down","2021"
"Wesel Jesters","84","4","1-Extra-Punkt","2021"
"Wesel Jesters","99","1","Strafe","2021"
"Wesel Jesters","2","2","Touchdown","2022"
"Wesel Jesters","2","3","Interception","2022"
"Wesel Jesters","2","1","First Down","2022"
"Wesel Jesters","3","1","Strafe","2022"
"Wesel Jesters","4","4","First Down","2022"
"Wesel Jesters","4","3","Touchdown","2022"
"Wesel Jesters","4","6","1-Extra-Punkt","2022"
"Wesel Jesters","5","1","Interception","2022"
"Wesel Jesters","5","4","Touchdown","2022"
"Wesel Jesters","5","1","1-Extra-Punkt","2022"
"Wesel Jesters","8","1","Strafe","2022"
"Wesel Jesters","11","2","Touchdown","2022"
"Wesel Jesters","11","1","1-Extra-Punkt","2022"
"Wesel Jesters","11","1","Strafe","2022"
"Wesel Jesters","13","2","Interception","2022"
"Wesel Jesters","13","6","First Down","2022"
"Wesel Jesters","13","11","Touchdown","2022"
"Wesel Jesters","13","5","1-Extra-Punkt","2022"
"Wesel Jesters","18","3","Touchdown","2022"
"Wesel Jesters","18","1","1-Extra-Punkt","2022"
"Wesel Jesters","18","1","First Down","2022"
"Wesel Jesters","21","1","Safety (+2)","2022"
"Wesel Jesters","23","2","First Down","2022"
"Wesel Jesters","23","1","Strafe","2022"
"Wesel Jesters","23","5","Touchdown","2022"
"Wesel Jesters","23","4","1-Extra-Punkt","2022"
"Wesel Jesters","45","2","First Down","2022"
"Wesel Jesters","45","3","Touchdown","2022"
"Wesel Jesters","45","2","1-Extra-Punkt","2022"
"Wesel Jesters","54","2","Strafe","2022"
"Wesel Jesters","54","1","First Down","2022"
"Wesel Jesters","54","2","Touchdown","2022"
"Wesel Jesters","69","1","Touchdown","2022"
"Wesel Jesters","69","2","First Down","2022"
"Wesel Jesters","82","1","Strafe","2022"
"Wesel Jesters","96","1","First Down","2022"
"Wesel Jesters","96","1","Touchdown","2022"
"Wesel Jesters","99","1","First Down","2022"
"Wesel Jesters","99","1","Interception","2022"
"Wesel Jesters","99","1","1-Extra-Punkt","2022"
"Wesel Jesters","1","2","1-Extra-Punkt","2023"
"Wesel Jesters","1","4","Touchdown","2023"
"Wesel Jesters","3","5","1-Extra-Punkt","2023"
"Wesel Jesters","3","1","2-Extra-Punkte","2023"
"Wesel Jesters","3","3","First Down","2023"
"Wesel Jesters","3","1","Interception","2023"
"Wesel Jesters","3","13","Touchdown","2023"
"Wesel Jesters","4","4","Interception","2023"
"Wesel Jesters","4","15","Touchdown","2023"
"Wesel Jesters","4","9","1-Extra-Punkt","2023"
"Wesel Jesters","4","9","First Down","2023"
"Wesel Jesters","8","2","1-Extra-Punkt","2023"
"Wesel Jesters","8","1","First Down","2023"
"Wesel Jesters","8","1","Touchdown","2023"
"Wesel Jesters","8","1","Safety (+2)","2023"
"Wesel Jesters","13","4","1-Extra-Punkt","2023"
"Wesel Jesters","13","1","Interception","2023"
"Wesel Jesters","13","5","First Down","2023"
"Wesel Jesters","13","1","2-Extra-Punkte","2023"
"Wesel Jesters","13","3","Touchdown","2023"
"Wesel Jesters","16","1","Interception","2023"
"Wesel Jesters","18","4","Touchdown","2023"
"Wesel Jesters","18","6","First Down","2023"
"Wesel Jesters","20","2","First Down","2023"
"Wesel Jesters","20","2","Touchdown","2023"
"Wesel Jesters","20","1","1-Extra-Punkt","2023"
"Wesel Jesters","23","1","Strafe","2023"
"Wesel Jesters","27","1","Interception","2023"
"Wesel Jesters","30","1","First Down","2023"
"Wesel Jesters","32","2","Interception","2023"
"Wesel Jesters","36","1","First Down","2023"
"Wesel Jesters","40","1","1-Extra-Punkt","2023"
"Wesel Jesters","43","1","Interception","2023"
"Wesel Jesters","44","1","Interception","2023"
"Wesel Jesters","45","2","1-Extra-Punkt","2023"
"Wesel Jesters","45","1","Interception","2023"
"Wesel Jesters","45","2","Touchdown","2023"
"Wesel Jesters","50","2","Touchdown","2023"
"Wesel Jesters","50","1","1-Extra-Punkt","2023"
"Wesel Jesters","50","2","First Down","2023"
"Wesel Jesters","54","2","Touchdown","2023"
"Wesel Jesters","54","1","Interception","2023"
"Wesel Jesters","54","1","1-Extra-Punkt","2023"
"Wesel Jesters","59","1","Interception","2023"
"Wesel Jesters","96","6","1-Extra-Punkt","2023"
"Wesel Jesters","96","2","Interception","2023"
"Wesel Jesters","96","11","First Down","2023"
"Wesel Jesters","96","10","Touchdown","2023"
"Wesel Jesters","97","5","1-Extra-Punkt","2023"
"Wesel Jesters","97","1","Interception","2023"
"Wesel Jesters","97","4","First Down","2023"
"Wesel Jesters","97","5","Touchdown","2023"
"Wesel Jesters","99","3","Touchdown","2023"
"Wesel Jesters","99","1","Strafe","2023"
"Wesel Jesters","99","1","1-Extra-Punkt","2023"
"Wesel Jesters","99","3","First Down","2023"
"Wesel Jesters","1","1","First Down","2024"
"Wesel Jesters","3","2","First Down","2024"
"Wesel Jesters","3","5","Touchdown","2024"
"Wesel Jesters","3","1","Strafe","2024"
"Wesel Jesters","4","1","Touchdown","2024"
"Wesel Jesters","8","1","Touchdown","2024"
"Wesel Jesters","8","1","Interception","2024"
"Wesel Jesters","11","3","Touchdown","2024"
"Wesel Jesters","11","1","First Down","2024"
"Wesel Jesters","11","5","1-Extra-Punkt","2024"
"Wesel Jesters","17","2","Touchdown","2024"
"Wesel Jesters","18","8","1-Extra-Punkt","2024"
"Wesel Jesters","18","29","Touchdown","2024"
"Wesel Jesters","18","10","First Down","2024"
"Wesel Jesters","18","2","Strafe","2024"
"Wesel Jesters","21","2","Interception","2024"
"Wesel Jesters","22","1","Interception","2024"
"Wesel Jesters","23","19","Touchdown","2024"
"Wesel Jesters","23","7","First Down","2024"
"Wesel Jesters","23","2","2-Extra-Punkte","2024"
"Wesel Jesters","23","10","1-Extra-Punkt","2024"
"Wesel Jesters","23","3","Interception","2024"
"Wesel Jesters","27","2","Touchdown","2024"
"Wesel Jesters","27","3","Interception","2024"
"Wesel Jesters","30","1","Interception","2024"
"Wesel Jesters","30","1","Strafe","2024"
"Wesel Jesters","32","8","Interception","2024"
"Wesel Jesters","32","2","1-Extra-Punkt","2024"
"Wesel Jesters","32","2","Touchdown","2024"
"Wesel Jesters","33","1","First Down","2024"
"Wesel Jesters","40","3","Touchdown","2024"
"Wesel Jesters","40","1","Strafe","2024"
"Wesel Jesters","40","6","First Down","2024"
"Wesel Jesters","40","2","1-Extra-Punkt","2024"
"Wesel Jesters","45","11","First Down","2024"
"Wesel Jesters","45","12","1-Extra-Punkt","2024"
"Wesel Jesters","45","13","Touchdown","2024"
"Wesel Jesters","45","2","Strafe","2024"
"Wesel Jesters","50","1","Safety (+2)","2024"
"Wesel Jesters","50","2","1-Extra-Punkt","2024"
"Wesel Jesters","50","5","Touchdown","2024"
"Wesel Jesters","53","1","1-Extra-Punkt","2024"
"Wesel Jesters","54","1","First Down","2024"
"Wesel Jesters","54","10","Interception","2024"
"Wesel Jesters","54","4","Touchdown","2024"
"Wesel Jesters","59","2","Strafe","2024"
"Wesel Jesters","59","2","First Down","2024"
"Wesel Jesters","69","2","1-Extra-Punkt","2024"
"Wesel Jesters","69","5","Touchdown","2024"
"Wesel Jesters","69","3","First Down","2024"
"Wesel Jesters","93","1","First Down","2024"
"Wesel Jesters","93","5","1-Extra-Punkt","2024"
"Wesel Jesters","93","6","Touchdown","2024"
"Wesel Jesters","93","1","Interception","2024"
"Wesel Jesters","96","3","Interception","2024"
"Wesel Jesters","96","3","Strafe","2024"
"Wesel Jesters","96","12","First Down","2024"
"Wesel Jesters","96","1","2-Extra-Punkte","2024"
"Wesel Jesters","96","5","1-Extra-Punkt","2024"
"Wesel Jesters","96","12","Touchdown","2024"
"Wesel Jesters","97","2","Strafe","2024"
"Wesel Jesters","97","6","First Down","2024"
"Wesel Jesters","97","9","1-Extra-Punkt","2024"
"Wesel Jesters","97","5","Touchdown","2024"
"Wetterau Bulls Jugend","0","1","Touchdown","2024"
"Wetterau Bulls Jugend","4","3","2-Extra-Punkte","2024"
"Wetterau Bulls Jugend","4","1","First Down","2024"
"Wetterau Bulls Jugend","16","1","Touchdown","2024"
"Wetterau Bulls Jugend","17","1","Touchdown","2024"
"Wetterau Bulls Jugend","24","1","Interception","2024"
"Wetterau Bulls Jugend","44","1","Touchdown","2024"
"Wetterau Bulls Jugend","49","1","Touchdown","2024"
"Wetterau Bulls Jugend","87","2","Touchdown","2024"
"Wetterau Bulls Jugend","87","1","First Down","2024"
"Wetterau Bulls Jugend","87","1","2-Extra-Punkte","2024"
"White Terriers Saar","1","2","Touchdown","2023"
"White Terriers Saar","1","3","First Down","2023"
"White Terriers Saar","2","2","1-Extra-Punkt","2023"
"White Terriers Saar","2","2","2-Extra-Punkte","2023"
"White Terriers Saar","2","5","Touchdown","2023"
"White Terriers Saar","2","6","First Down","2023"
"White Terriers Saar","4","1","Strafe","2023"
"White Terriers Saar","4","1","Interception","2023"
"White Terriers Saar","13","1","First Down","2023"
"White Terriers Saar","14","1","Interception","2023"
"White Terriers Saar","16","1","Interception","2023"
"White Terriers Saar","17","1","Strafe","2023"
"White Terriers Saar","17","1","First Down","2023"
"White Terriers Saar","17","1","Touchdown","2023"
"White Terriers Saar","23","1","Touchdown","2023"
"White Terriers Saar","23","1","1-Extra-Punkt","2023"
"White Terriers Saar","23","5","First Down","2023"
"White Terriers Saar","54","1","Strafe","2023"
"White Terriers Saar","60","3","Touchdown","2023"
"White Terriers Saar","60","1","Strafe","2023"
"White Terriers Saar","62","2","First Down","2023"
"White Terriers Saar","62","1","Touchdown","2023"
"White Terriers Saar","77","1","Interception","2023"
"White Terriers Saar","90","6","Interception","2023"
"White Terriers Saar","90","17","First Down","2023"
"White Terriers Saar","90","2","2-Extra-Punkte","2023"
"White Terriers Saar","90","6","1-Extra-Punkt","2023"
"White Terriers Saar","90","17","Touchdown","2023"
"White Terriers Saar","99","1","2-Extra-Punkte","2023"
"White Terriers Saar","99","1","Touchdown","2023"
"White Terriers Saar","99","3","Interception","2023"
"White Terriers Saar","0","1","Interception","2024"
"White Terriers Saar","2","8","1-Extra-Punkt","2024"
"White Terriers Saar","2","1","2-Extra-Punkte","2024"
"White Terriers Saar","2","9","Touchdown","2024"
"White Terriers Saar","2","2","First Down","2024"
"White Terriers Saar","3","1","2-Extra-Punkte","2024"
"White Terriers Saar","3","5","Touchdown","2024"
"White Terriers Saar","3","2","First Down","2024"
"White Terriers Saar","4","2","Interception","2024"
"White Terriers Saar","7","7","Touchdown","2024"
"White Terriers Saar","7","2","First Down","2024"
"White Terriers Saar","7","3","1-Extra-Punkt","2024"
"White Terriers Saar","7","1","2-Extra-Punkte","2024"
"White Terriers Saar","8","3","Interception","2024"
"White Terriers Saar","8","2","Touchdown","2024"
"White Terriers Saar","13","4","Interception","2024"
"White Terriers Saar","17","1","First Down","2024"
"White Terriers Saar","17","6","Touchdown","2024"
"White Terriers Saar","23","6","1-Extra-Punkt","2024"
"White Terriers Saar","23","3","First Down","2024"
"White Terriers Saar","23","5","Touchdown","2024"
"White Terriers Saar","44","4","1-Extra-Punkt","2024"
"White Terriers Saar","44","7","First Down","2024"
"White Terriers Saar","44","4","Touchdown","2024"
"White Terriers Saar","60","1","1-Extra-Punkt","2024"
"White Terriers Saar","60","1","Touchdown","2024"
"White Terriers Saar","62","4","1-Extra-Punkt","2024"
"White Terriers Saar","77","1","Interception","2024"
"White Terriers Saar","78","2","Interception","2024"
"White Terriers Saar","78","1","Safety (+2)","2024"
"White Terriers Saar","78","1","Touchdown","2024"
"White Terriers Saar","87","5","Touchdown","2024"
"White Terriers Saar","87","1","First Down","2024"
"White Terriers Saar","87","2","1-Extra-Punkt","2024"
"White Terriers Saar","90","2","2-Extra-Punkte","2024"
"White Terriers Saar","90","9","1-Extra-Punkt","2024"
"White Terriers Saar","90","23","Touchdown","2024"
"White Terriers Saar","90","10","First Down","2024"
"White Terriers Saar","93","1","Strafe","2024"
"White Terriers Saar","99","10","Interception","2024"
"White Terriers Saar","99","1","2-Extra-Punkte","2024"
"White Terriers Saar","99","2","Touchdown","2024"
"Wiesbaden Phantoms Allstars","1","7","Touchdown","2022"
"Wiesbaden Phantoms Allstars","1","3","1-Extra-Punkt","2022"
"Wiesbaden Phantoms Allstars","5","1","Strafe","2022"
"Wiesbaden Phantoms Allstars","5","4","Touchdown","2022"
"Wiesbaden Phantoms Allstars","5","2","1-Extra-Punkt","2022"
"Wiesbaden Phantoms Allstars","5","3","Interception","2022"
"Wiesbaden Phantoms Allstars","5","3","First Down","2022"
"Wiesbaden Phantoms Allstars","7","1","First Down","2022"
"Wiesbaden Phantoms Allstars","24","3","First Down","2022"
"Wiesbaden Phantoms Allstars","24","6","Touchdown","2022"
"Wiesbaden Phantoms Allstars","24","3","1-Extra-Punkt","2022"
"Wiesbaden Phantoms Allstars","35","3","First Down","2022"
"Wiesbaden Phantoms Allstars","35","5","Touchdown","2022"
"Wiesbaden Phantoms Allstars","35","2","1-Extra-Punkt","2022"
"Wiesbaden Phantoms Allstars","35","1","2-Extra-Punkte","2022"
"Wiesbaden Phantoms Allstars","45","1","Interception","2022"
