Team,Player Number,Count,Event,Year
Erfurt Indigos,43,4,Interception,2025
Erfurt Indigos,49,4,Touchdown,2025
Erfurt Indigos,49,1,Strafe,2025
Erfurt Indigos,49,11,Interception,2025
Erfurt Indigos,49,1,First Down,2025
Erfurt Indigos,59,1,Touchdown,2025
Erfurt Indigos,65,6,First Down,2025
Erfurt Indigos,65,2,1-Extra-Punkt,2025
Erfurt Indigos,65,1,Touchdown,2025
Erfurt Indigos,74,1,First Down,2025
Erfurt Indigos,99,2,Strafe,2025
Erfurt Indigos,99,2,2-Extra-Punkte,2025
Erfurt Indigos,99,10,First Down,2025
Erfurt Indigos,99,5,1-Extra-Punkt,2025
Erfurt Indigos,99,16,Touchdown,2025
Erkner Razorbacks,5,13,Touchdown,2025
Erkner Razorbacks,5,1,Strafe,2025
Erkner Razorbacks,5,9,First Down,2025
Erkner Razorbacks,7,3,Touchdown,2025
Erkner Razorbacks,7,1,Strafe,2025
Erkner Razorbacks,7,5,First Down,2025
Erkner Razorbacks,8,2,First Down,2025
Erkner Razorbacks,8,2,Touchdown,2025
Erkner Razorbacks,9,1,1-Extra-Punkt,2025
Erkner Razorbacks,9,1,Touchdown,2025
Erkner Razorbacks,11,1,Safety (+2),2025
Erkner Razorbacks,14,1,Touchdown,2025
Erkner Razorbacks,14,1,First Down,2025
Erkner Razorbacks,14,1,Interception,2025
Erkner Razorbacks,15,1,Strafe,2025
Erkner Razorbacks,18,1,Touchdown,2025
Erkner Razorbacks,18,1,Interception,2025
Erkner Razorbacks,28,2,Interception,2025
Erkner Razorbacks,28,1,Touchdown,2025
Erkner Razorbacks,32,1,Touchdown,2025
Erkner Razorbacks,32,8,Interception,2025
Erkner Razorbacks,83,2,Interception,2025
Erlangen Sharks,3,1,Touchdown,2025
Erlangen Sharks,3,2,1-Extra-Punkt,2025
Erlangen Sharks,3,2,Strafe,2025
Erlangen Sharks,5,1,1-Extra-Punkt,2025
Erlangen Sharks,5,1,Strafe,2025
Erlangen Sharks,11,1,Strafe,2025
Erlangen Sharks,11,2,First Down,2025
Erlangen Sharks,11,3,Touchdown,2025
Erlangen Sharks,11,1,2-Extra-Punkte,2025
Erlangen Sharks,11,6,1-Extra-Punkt,2025
Erlangen Sharks,16,3,Strafe,2025
Erlangen Sharks,16,1,First Down,2025
Erlangen Sharks,16,2,Touchdown,2025
Erlangen Sharks,20,1,First Down,2025
Erlangen Sharks,25,7,Interception,2025
Erlangen Sharks,27,10,First Down,2025
Erlangen Sharks,27,6,Touchdown,2025
Erlangen Sharks,27,4,1-Extra-Punkt,2025
Erlangen Sharks,27,2,Interception,2025
Erlangen Sharks,27,1,2-Extra-Punkte,2025
Erlangen Sharks,28,5,First Down,2025
Erlangen Sharks,28,9,Touchdown,2025
Erlangen Sharks,28,2,1-Extra-Punkt,2025
Erlangen Sharks,28,2,Strafe,2025
Erlangen Sharks,32,1,Safety (+2),2025
Erlangen Sharks,32,1,First Down,2025
Erlangen Sharks,32,2,Touchdown,2025
Erlangen Sharks,32,1,1-Extra-Punkt,2025
Erlangen Sharks,44,3,Interception,2025
Erlangen Sharks,51,1,1-Extra-Punkt,2025
Erlangen Sharks,51,2,Touchdown,2025
Erlangen Sharks,85,1,Interception,2025
Erlangen Sharks,85,24,Touchdown,2025
Erlangen Sharks,85,6,1-Extra-Punkt,2025
Erlangen Sharks,85,20,First Down,2025
Erlangen Sharks,85,2,Strafe,2025
Erlangen Sharks 2,3,4,Touchdown,2025
Erlangen Sharks 2,3,3,1-Extra-Punkt,2025
Erlangen Sharks 2,5,1,Touchdown,2025
Erlangen Sharks 2,11,1,2-Extra-Punkte,2025
Erlangen Sharks 2,16,2,1-Extra-Punkt,2025
Erlangen Sharks 2,25,1,Touchdown,2025
Erlangen Sharks 2,27,3,1-Extra-Punkt,2025
Erlangen Sharks 2,27,1,Interception,2025
Erlangen Sharks 2,27,4,Touchdown,2025
Erlangen Sharks 2,32,1,Touchdown,2025
Erlangen Sharks 2,80,4,Touchdown,2025
Erlangen Sharks 2,85,2,Touchdown,2025
Erlangen Sharks 2,85,2,1-Extra-Punkt,2025
Erlangen Sharks 2,85,2,First Down,2025
Euskirchen Lions,4,2,Touchdown,2025
Euskirchen Lions,13,3,Touchdown,2025
Euskirchen Lions,13,1,First Down,2025
Euskirchen Lions,13,1,1-Extra-Punkt,2025
Euskirchen Lions,14,1,First Down,2025
Euskirchen Lions,28,2,First Down,2025
Euskirchen Lions,28,2,1-Extra-Punkt,2025
Euskirchen Lions,28,2,Touchdown,2025
Euskirchen Lions,34,1,Interception,2025
Euskirchen Lions,49,1,Touchdown,2025
Euskirchen Lions,74,2,First Down,2025
Euskirchen Lions,77,1,First Down,2025
Euskirchen Lions,87,2,Interception,2025
Euskirchen Lions,93,1,First Down,2025
Euskirchen Lions,97,1,First Down,2025
Euskirchen Lions U13,10,1,Touchdown,2025
Euskirchen Lions U13,20,1,Touchdown,2025
Euskirchen Lions U13,22,1,First Down,2025
Euskirchen Lions U13,28,1,1-Extra-Punkt,2025
FC Obersulm Elephants,1,3,First Down,2025
FC Obersulm Elephants,3,3,First Down,2025
FC Obersulm Elephants,6,4,1-Extra-Punkt,2025
FC Obersulm Elephants,6,9,First Down,2025
FC Obersulm Elephants,6,2,Strafe,2025
FC Obersulm Elephants,6,6,Touchdown,2025
FC Obersulm Elephants,6,1,Interception,2025
FC Obersulm Elephants,7,1,Touchdown,2025
FC Obersulm Elephants,7,1,1-Extra-Punkt,2025
FC Obersulm Elephants,7,1,First Down,2025
FC Obersulm Elephants,8,1,Touchdown,2025
FC Obersulm Elephants,9,1,Strafe,2025
FC Obersulm Elephants,9,3,First Down,2025
FC Obersulm Elephants,9,1,Touchdown,2025
FC Obersulm Elephants,9,1,1-Extra-Punkt,2025
FC Obersulm Elephants,10,18,Touchdown,2025
FC Obersulm Elephants,10,10,1-Extra-Punkt,2025
FC Obersulm Elephants,10,2,Strafe,2025
FC Obersulm Elephants,10,10,First Down,2025
FC Obersulm Elephants,11,1,Interception,2025
FC Obersulm Elephants,12,2,Touchdown,2025
FC Obersulm Elephants,12,3,Interception,2025
FC Obersulm Elephants,12,1,Strafe,2025
FC Obersulm Elephants,12,1,First Down,2025
FC Obersulm Elephants,13,4,First Down,2025
FC Obersulm Elephants,13,1,1-Extra-Punkt,2025
FC Obersulm Elephants,13,1,Touchdown,2025
FC Obersulm Elephants,13,1,Interception,2025
FC Obersulm Elephants,13,2,Strafe,2025
FC Obersulm Elephants,15,2,Strafe,2025
FC Obersulm Elephants,15,1,1-Extra-Punkt,2025
FC Obersulm Elephants,16,1,Interception,2025
FC Obersulm Elephants,16,2,First Down,2025
FC Obersulm Elephants,16,1,Strafe,2025
FC Obersulm Elephants,16,3,Touchdown,2025
FC Obersulm Elephants,16,1,1-Extra-Punkt,2025
FC Obersulm Elephants,18,1,Touchdown,2025
FC Obersulm Elephants,21,1,First Down,2025
FC Obersulm Elephants,21,1,Strafe,2025
FC Obersulm Elephants,54,3,1-Extra-Punkt,2025
FC Obersulm Elephants,54,1,Touchdown,2025
FC Obersulm Elephants,54,2,First Down,2025
FC Obersulm Elephants,63,1,Strafe,2025
FC Obersulm Elephants,63,1,First Down,2025
FC Obersulm Elephants,66,1,Strafe,2025
FC Obersulm Elephants,66,21,First Down,2025
FC Obersulm Elephants,66,4,1-Extra-Punkt,2025
FC Obersulm Elephants,66,10,Touchdown,2025
FC Obersulm Elephants,67,1,Interception,2025
FC Obersulm Elephants,69,1,Interception,2025
FC Obersulm Elephants,75,1,Strafe,2025
FC Obersulm Elephants,75,5,First Down,2025
FC Obersulm Elephants,75,4,1-Extra-Punkt,2025
FC Obersulm Elephants,75,1,Interception,2025
FC Obersulm Elephants,75,3,Touchdown,2025
FC Obersulm Elephants,87,1,Interception,2025
FC Obersulm Elephants,89,1,Interception,2025
Fighting Frogs,1,3,Touchdown,2025
Fighting Frogs,1,2,First Down,2025
Fighting Frogs,7,2,First Down,2025
Fighting Frogs,8,1,1-Extra-Punkt,2025
Fighting Frogs,8,8,Touchdown,2025
Fighting Frogs,8,10,Interception,2025
Fighting Frogs,9,3,Interception,2025
Fighting Frogs,11,3,1-Extra-Punkt,2025
Fighting Frogs,11,2,Touchdown,2025
Fighting Frogs,11,2,First Down,2025
Fighting Frogs,16,3,Touchdown,2025
Fighting Frogs,16,1,First Down,2025
Fighting Frogs,16,3,1-Extra-Punkt,2025
Fighting Frogs,17,1,First Down,2025
Fighting Frogs,19,2,1-Extra-Punkt,2025
Fighting Frogs,19,5,Touchdown,2025
Fighting Frogs,19,1,First Down,2025
Fighting Frogs,21,1,First Down,2025
Fighting Frogs,33,2,Interception,2025
Fighting Frogs,55,4,First Down,2025
Fighting Frogs,55,2,1-Extra-Punkt,2025
Fighting Frogs,55,1,Touchdown,2025
Fighting Frogs,73,3,Interception,2025
Fighting Frogs,73,1,Touchdown,2025
Fighting Frogs,73,1,Safety (+2),2025
Fighting Frogs,84,7,Touchdown,2025
Fighting Frogs,84,1,First Down,2025
Fighting Frogs,84,2,1-Extra-Punkt,2025
Fighting Frogs,84,1,2-Extra-Punkte,2025
Frankfurt Purple Stars,0,4,Touchdown,2025
Frankfurt Purple Stars,0,2,Strafe,2025
Frankfurt Purple Stars,0,1,2-Extra-Punkte,2025
Frankfurt Purple Stars,0,5,First Down,2025
Frankfurt Purple Stars,1,2,Interception,2025
Frankfurt Purple Stars,1,1,First Down,2025
Frankfurt Purple Stars,1,1,Touchdown,2025
Frankfurt Purple Stars,1,1,Strafe,2025
Frankfurt Purple Stars,3,1,Strafe,2025
Frankfurt Purple Stars,3,1,1-Extra-Punkt,2025
Frankfurt Purple Stars,3,1,Interception,2025
Frankfurt Purple Stars,3,4,First Down,2025
Frankfurt Purple Stars,3,4,Touchdown,2025
Frankfurt Purple Stars,5,2,Strafe,2025
Frankfurt Purple Stars,7,1,Touchdown,2025
Frankfurt Purple Stars,7,1,First Down,2025
Frankfurt Purple Stars,8,3,First Down,2025
Frankfurt Purple Stars,8,1,Touchdown,2025
Frankfurt Purple Stars,9,2,First Down,2025
Frankfurt Purple Stars,9,1,Touchdown,2025
Frankfurt Purple Stars,11,1,Strafe,2025
Frankfurt Purple Stars,13,1,First Down,2025
Frankfurt Purple Stars,13,2,Touchdown,2025
Frankfurt Purple Stars,18,1,Interception,2025
Frankfurt Purple Stars,33,1,Interception,2025
Frankfurt Purple Stars,72,1,First Down,2025
Frankfurt Purple Stars,97,1,Strafe,2025
Freiberg Shadows,2,2,First Down,2025
Freiberg Shadows,2,1,Touchdown,2025
Freiberg Shadows,7,1,1-Extra-Punkt,2025
Freiberg Shadows,13,8,1-Extra-Punkt,2025
Freiberg Shadows,13,2,Interception,2025
Freiberg Shadows,13,12,First Down,2025
Freiberg Shadows,13,10,Touchdown,2025
Freiberg Shadows,14,11,Touchdown,2025
Freiberg Shadows,14,3,1-Extra-Punkt,2025
Freiberg Shadows,14,1,Interception,2025
Freiberg Shadows,14,6,First Down,2025
Freiberg Shadows,16,4,First Down,2025
Freiberg Shadows,16,2,Touchdown,2025
Freiberg Shadows,16,2,1-Extra-Punkt,2025
Freiberg Shadows,21,1,Interception,2025
Freiberg Shadows,22,1,Strafe,2025
Freiberg Shadows,30,6,Interception,2025
Freiberg Shadows,30,3,Touchdown,2025
Freiberg Shadows,33,1,Interception,2025
Freiberg Shadows,66,2,First Down,2025
Freiberg Shadows,66,1,Touchdown,2025
Freiberg Shadows,67,1,First Down,2025
Freiberg Shadows,77,1,First Down,2025
Freiberg Shadows,87,2,Touchdown,2025
Freiberg Shadows,87,2,First Down,2025
Freiberg Shadows,87,4,Interception,2025
Fursty Razorbacks,0,1,Safety (+2),2025
Fursty Razorbacks,1,1,First Down,2025
Fursty Razorbacks,3,5,Interception,2025
Fursty Razorbacks,3,1,Touchdown,2025
Fursty Razorbacks,3,3,Strafe,2025
Fursty Razorbacks,7,1,Strafe,2025
Fursty Razorbacks,11,3,First Down,2025
Fursty Razorbacks,11,7,1-Extra-Punkt,2025
Fursty Razorbacks,11,16,Touchdown,2025
Fursty Razorbacks,12,2,Strafe,2025
Fursty Razorbacks,12,10,First Down,2025
Fursty Razorbacks,12,1,2-Extra-Punkte,2025
Fursty Razorbacks,12,8,1-Extra-Punkt,2025
Fursty Razorbacks,12,11,Touchdown,2025
Fursty Razorbacks,13,3,Strafe,2025
Fursty Razorbacks,13,5,Interception,2025
Fursty Razorbacks,18,3,1-Extra-Punkt,2025
Fursty Razorbacks,18,1,First Down,2025
Fursty Razorbacks,20,9,Touchdown,2025
Fursty Razorbacks,20,2,1-Extra-Punkt,2025
Fursty Razorbacks,20,1,Strafe,2025
Fursty Razorbacks,20,1,Interception,2025
Fursty Razorbacks,20,1,First Down,2025
Fursty Razorbacks,23,1,Touchdown,2025
Fursty Razorbacks,23,1,1-Extra-Punkt,2025
Fursty Razorbacks,24,3,Interception,2025
Fursty Razorbacks,24,1,Safety (+2),2025
Fursty Razorbacks,24,2,Touchdown,2025
Fursty Razorbacks,24,2,Strafe,2025
Fursty Razorbacks,28,1,Touchdown,2025
Fursty Razorbacks,28,1,Strafe,2025
Fursty Razorbacks,28,2,1-Extra-Punkt,2025
Fursty Razorbacks,29,1,First Down,2025
Fursty Razorbacks,29,1,Strafe,2025
Fursty Razorbacks,31,2,1-Extra-Punkt,2025
Fursty Razorbacks,31,1,Touchdown,2025
Fursty Razorbacks,31,2,First Down,2025
Fursty Razorbacks,32,12,Interception,2025
Fursty Razorbacks,32,1,1-Extra-Punkt,2025
Fursty Razorbacks,32,12,Touchdown,2025
Fursty Razorbacks,32,2,Strafe,2025
Fursty Razorbacks,32,3,First Down,2025
Fursty Razorbacks,47,2,First Down,2025
Fursty Razorbacks,47,1,Strafe,2025
Fursty Razorbacks,70,1,Strafe,2025
Fursty Razorbacks,75,1,First Down,2025
Fursty Razorbacks,75,2,Strafe,2025
Fursty Razorbacks,75,3,1-Extra-Punkt,2025
Fursty Razorbacks,75,1,Touchdown,2025
Fursty Razorbacks,79,1,Strafe,2025
Fursty Razorbacks,84,3,Touchdown,2025
Fursty Razorbacks,84,1,First Down,2025
Fursty Razorbacks,84,5,1-Extra-Punkt,2025
Fursty Razorbacks,86,2,Strafe,2025
Fursty Razorbacks,86,1,1-Extra-Punkt,2025
Fursty Razorbacks,86,6,Touchdown,2025
Fursty Razorbacks,86,2,Interception,2025
Fursty Razorbacks,86,5,First Down,2025
Gelsenkirchen Devils,5,8,Touchdown,2025
Gelsenkirchen Devils,5,3,Strafe,2025
Gelsenkirchen Devils,5,4,First Down,2025
Gelsenkirchen Devils,5,6,1-Extra-Punkt,2025
Gelsenkirchen Devils,8,1,Strafe,2025
Gelsenkirchen Devils,12,7,First Down,2025
Gelsenkirchen Devils,12,4,Strafe,2025
Gelsenkirchen Devils,12,2,Touchdown,2025
Gelsenkirchen Devils,12,7,Interception,2025
Gelsenkirchen Devils,13,1,1-Extra-Punkt,2025
Gelsenkirchen Devils,13,1,Interception,2025
Gelsenkirchen Devils,15,1,Safety (+2),2025
Gelsenkirchen Devils,16,1,Interception,2025
Gelsenkirchen Devils,16,2,First Down,2025
Gelsenkirchen Devils,16,2,Strafe,2025
Gelsenkirchen Devils,16,1,Touchdown,2025
Gelsenkirchen Devils,25,2,Touchdown,2025
Gelsenkirchen Devils,25,2,1-Extra-Punkt,2025
Gelsenkirchen Devils,25,2,First Down,2025
Gelsenkirchen Devils,27,6,Touchdown,2025
Gelsenkirchen Devils,27,1,1-Extra-Punkt,2025
Gelsenkirchen Devils,27,2,First Down,2025
Gelsenkirchen Devils,34,2,First Down,2025
Gelsenkirchen Devils,34,8,Touchdown,2025
Gelsenkirchen Devils,34,1,Strafe,2025
Gelsenkirchen Devils,34,2,Interception,2025
Gelsenkirchen Devils,34,1,1-Extra-Punkt,2025
Gelsenkirchen Devils,41,1,1-Extra-Punkt,2025
Gelsenkirchen Devils,41,2,Interception,2025
Gelsenkirchen Devils,84,2,First Down,2025
Gelsenkirchen Devils,84,2,1-Extra-Punkt,2025
Gelsenkirchen Devils,84,2,Touchdown,2025
Gelsenkirchen Devils,84,2,Strafe,2025
Gelsenkirchen Devils U10,8,1,1-Extra-Punkt,2025
Gelsenkirchen Devils U10,8,2,Touchdown,2025
Gelsenkirchen Devils U10,9,1,Interception,2025
Gelsenkirchen Devils U10,24,2,First Down,2025
Gelsenkirchen Devils U10,31,1,Touchdown,2025
Gelsenkirchen Devils U10,44,1,Interception,2025
Gendorf Crusaders,2,1,First Down,2025
Gendorf Crusaders,3,4,Strafe,2025
Gendorf Crusaders,3,1,First Down,2025
Gendorf Crusaders,5,11,Touchdown,2025
Gendorf Crusaders,5,1,2-Extra-Punkte,2025
Gendorf Crusaders,5,4,Interception,2025
Gendorf Crusaders,5,4,Strafe,2025
Gendorf Crusaders,5,6,First Down,2025
Gendorf Crusaders,5,2,Safety (+2),2025
Gendorf Crusaders,5,1,1-Extra-Punkt,2025
Gendorf Crusaders,8,1,Strafe,2025
Gendorf Crusaders,8,2,First Down,2025
Gendorf Crusaders,9,1,Touchdown,2025
Gendorf Crusaders,11,3,Interception,2025
Gendorf Crusaders,12,1,Strafe,2025
Gendorf Crusaders,12,1,First Down,2025
Gendorf Crusaders,14,1,Strafe,2025
Gendorf Crusaders,14,2,First Down,2025
Gendorf Crusaders,14,3,Touchdown,2025
Gendorf Crusaders,16,1,Interception,2025
Gendorf Crusaders,17,2,Strafe,2025
Gendorf Crusaders,17,1,Safety (+2),2025
Gendorf Crusaders,18,1,2-Extra-Punkte,2025
Gendorf Crusaders,18,1,First Down,2025
Gendorf Crusaders,19,1,2-Extra-Punkte,2025
Gendorf Crusaders,19,2,Touchdown,2025
Gendorf Crusaders,19,1,Strafe,2025
Gendorf Crusaders,19,1,First Down,2025
Gendorf Crusaders,22,2,Strafe,2025
Gendorf Crusaders,37,1,Interception,2025
Gendorf Crusaders,46,1,Interception,2025
Gendorf Crusaders,49,1,Strafe,2025
Gendorf Crusaders,83,1,Strafe,2025
Hamburg Pioneers Red Pandas,0,1,1-Extra-Punkt,2025
Hamburg Pioneers Red Pandas,0,7,First Down,2025
Hamburg Pioneers Red Pandas,4,4,Touchdown,2025
Hamburg Pioneers Red Pandas,4,1,Strafe,2025
Hamburg Pioneers Red Pandas,4,4,First Down,2025
Hamburg Pioneers Red Pandas,7,1,Interception,2025
Hamburg Pioneers Red Pandas,10,1,Interception,2025
Hamburg Pioneers Red Pandas,11,1,Touchdown,2025
Hamburg Pioneers Red Pandas,11,5,First Down,2025
Hamburg Pioneers Red Pandas,13,1,Safety (+2),2025
Hamburg Pioneers Red Pandas,28,5,First Down,2025
Hamburg Pioneers Red Pandas,28,1,1-Extra-Punkt,2025
Hamburg Pioneers Red Pandas,28,4,Touchdown,2025
Hamburg Pioneers Red Pandas,30,1,Interception,2025
Hamburg Pioneers Red Pandas,39,4,Touchdown,2025
Hamburg Pioneers Red Pandas,39,4,First Down,2025
Hamburg Pioneers Red Pandas,39,1,1-Extra-Punkt,2025
Hamburg Pioneers Red Pandas,39,1,2-Extra-Punkte,2025
Hamburg Pioneers Red Pandas,49,1,Interception,2025
Hamburg Pioneers Red Pandas,69,1,Safety (+1),2025
Hamburg Pioneers Red Pandas,80,3,Touchdown,2025
Hamburg Pioneers Red Pandas,80,2,First Down,2025
Hamburg Pioneers Red Pandas,80,2,Strafe,2025
Hamburg Pioneers Red Pandas,88,1,Interception,2025
Hamburg Pioneers Red Pandas,98,1,Strafe,2025
Hamburg Pioneers Red Pandas,98,4,Interception,2025
Hamburg Pioneers Red Pandas,98,1,Touchdown,2025
Hamburg Pioneers Red Pandas,98,1,First Down,2025
Haßloch Flagballs,9,2,First Down,2025
Haßloch Flagballs,9,4,Touchdown,2025
Haßloch Flagballs,11,2,1-Extra-Punkt,2025
Haßloch Flagballs,11,2,First Down,2025
Haßloch Flagballs,11,3,Touchdown,2025
Haßloch Flagballs,12,1,First Down,2025
Haßloch Flagballs,13,1,Interception,2025
Haßloch Flagballs,16,2,Strafe,2025
Haßloch Flagballs,16,1,1-Extra-Punkt,2025
Haßloch Flagballs,16,6,Touchdown,2025
Haßloch Flagballs,16,1,First Down,2025
Haßloch Flagballs,17,2,Touchdown,2025
Haßloch Flagballs,17,4,First Down,2025
Haßloch Flagballs,17,1,Strafe,2025
Haßloch Flagballs,17,4,1-Extra-Punkt,2025
Haßloch Flagballs,17,3,2-Extra-Punkte,2025
Haßloch Flagballs,19,4,First Down,2025
Haßloch Flagballs,19,1,Strafe,2025
Haßloch Flagballs,48,2,Strafe,2025
Haßloch Flagballs,48,1,Interception,2025
Haßloch Flagballs,79,1,Interception,2025
Haßloch Flagballs,80,1,Touchdown,2025
Haßloch Flagballs,80,2,Interception,2025
Haßloch Flagballs,86,1,Touchdown,2025
Haßloch Flagballs,86,1,First Down,2025
Heidelberg Hunters,5,1,Interception,2025
Heidelberg Hunters,11,5,First Down,2025
Heidelberg Hunters,11,2,1-Extra-Punkt,2025
Heidelberg Hunters,11,4,Touchdown,2025
Heidelberg Hunters,11,1,Strafe,2025
Heidelberg Hunters,11,1,Interception,2025
Heidelberg Hunters,12,1,First Down,2025
Heidelberg Hunters,12,2,Touchdown,2025
Heidelberg Hunters,15,1,Interception,2025
Heidelberg Hunters,21,1,Touchdown,2025
Heidelberg Hunters,21,4,First Down,2025
Heidelberg Hunters,24,4,1-Extra-Punkt,2025
Heidelberg Hunters,24,5,Touchdown,2025
Heidelberg Hunters,24,1,Strafe,2025
Heidelberg Hunters,24,4,First Down,2025
Heidelberg Hunters,25,1,Strafe,2025
Heidelberg Hunters,31,1,Touchdown,2025
Heidelberg Hunters,32,1,Strafe,2025
Heidelberg Hunters,32,1,1-Extra-Punkt,2025
Heidelberg Hunters,33,1,Touchdown,2025
Heidelberg Hunters,33,2,First Down,2025
Heidelberg Hunters,33,1,Strafe,2025
Heidelberg Hunters,36,2,Strafe,2025
Heidelberg Hunters,36,6,Interception,2025
Heidelberg Hunters,39,1,Touchdown,2025
Heidelberg Hunters,47,1,Safety (+2),2025
Heidelberg Hunters,47,6,Interception,2025
Heidelberg Hunters,47,2,Touchdown,2025
Heidelberg Hunters,55,2,First Down,2025
Heidelberg Hunters,55,9,Interception,2025
Heidelberg Hunters,55,6,Touchdown,2025
Heidelberg Hunters,55,2,1-Extra-Punkt,2025
Heidelberg Hunters,87,4,Touchdown,2025
Heidelberg Hunters,87,2,1-Extra-Punkt,2025
Heidelberg Hunters,87,2,Strafe,2025
Heidelberg Hunters,87,9,First Down,2025
Heidelberg Hunters,89,3,First Down,2025
Heidelberg Hunters,89,4,Touchdown,2025
Heidelberg Hunters,89,1,1-Extra-Punkt,2025
Heidelberg Hunters,89,1,2-Extra-Punkte,2025
Heidelberg Hunters,99,1,Interception,2025
Heidelberg Hunters II,0,1,1-Extra-Punkt,2025
Heidelberg Hunters II,3,1,Touchdown,2025
Heidelberg Hunters II,6,2,Touchdown,2025
Heidelberg Hunters II,6,1,Strafe,2025
Heidelberg Hunters II,6,6,Interception,2025
Heidelberg Hunters II,10,1,Touchdown,2025
Heidelberg Hunters II,10,2,Interception,2025
Heidelberg Hunters II,11,6,First Down,2025
Heidelberg Hunters II,11,2,Touchdown,2025
Heidelberg Hunters II,11,1,1-Extra-Punkt,2025
Heidelberg Hunters II,12,4,First Down,2025
Heidelberg Hunters II,12,2,Touchdown,2025
Heidelberg Hunters II,12,1,1-Extra-Punkt,2025
Heidelberg Hunters II,25,2,Interception,2025
Heidelberg Hunters II,25,1,Touchdown,2025
Heidelberg Hunters II,31,3,First Down,2025
Heidelberg Hunters II,31,2,1-Extra-Punkt,2025
Heidelberg Hunters II,31,1,Touchdown,2025
Heidelberg Hunters II,33,2,First Down,2025
Heidelberg Hunters II,33,1,1-Extra-Punkt,2025
Heidelberg Hunters II,33,1,Strafe,2025
Heidelberg Hunters II,36,2,1-Extra-Punkt,2025
Heidelberg Hunters II,36,7,First Down,2025
Heidelberg Hunters II,36,1,2-Extra-Punkte,2025
Heidelberg Hunters II,36,3,Touchdown,2025
Heidelberg Hunters II,41,1,Strafe,2025
Heidelberg Hunters II,41,5,First Down,2025
Heidelberg Hunters II,41,1,2-Extra-Punkte,2025
Heidelberg Hunters II,41,6,Touchdown,2025
Heidelberg Hunters II,44,2,First Down,2025
Heidelberg Hunters II,47,3,Safety (+2),2025
Heidelberg Hunters II,47,2,Interception,2025
Heidelberg Hunters II,47,1,Touchdown,2025
Heidelberg Hunters II,66,1,1-Extra-Punkt,2025
Heidelberg Hunters II,66,2,Interception,2025
Heidelberg Hunters II,66,1,First Down,2025
Heidelberg Hunters II,66,3,Touchdown,2025
Heidelberg Hunters II,68,1,Interception,2025
Heidelberg Hunters II,74,1,Strafe,2025
Heidelberg Hunters II,83,3,First Down,2025
Heidelberg Hunters II,83,3,Touchdown,2025
Heidelberg Hunters II,83,2,1-Extra-Punkt,2025
Heidelberg Hunters II,83,1,Strafe,2025
Heidelberg Hunters II,89,3,First Down,2025
Heidelberg Hunters II,89,2,Touchdown,2025
Heidelberg Hunters II,89,1,2-Extra-Punkte,2025
Herne Black Barons,11,4,Strafe,2025
Herne Black Barons,11,2,First Down,2025
Herne Black Barons,12,1,Touchdown,2025
Herne Black Barons,12,1,2-Extra-Punkte,2025
Herne Black Barons,21,5,Strafe,2025
Herne Black Barons,24,1,Strafe,2025
Herne Black Barons,24,1,Touchdown,2025
Herne Black Barons,24,2,Interception,2025
Herne Black Barons,34,2,First Down,2025
Herne Black Barons,45,1,Strafe,2025
Herne Black Barons,49,1,First Down,2025
Herne Black Barons,81,1,Strafe,2025
Ingolstadt Guardians,1,2,1-Extra-Punkt,2025
Ingolstadt Guardians,3,2,Touchdown,2025
Ingolstadt Guardians,3,1,First Down,2025
Ingolstadt Guardians,5,2,Strafe,2025
Ingolstadt Guardians,5,4,First Down,2025
